Id,Category,Subcategory,Furnishing,Neighborhood quality,Garage,Tenure,Unit Feature 1,Unit Feature 2,Unit Feature 3,Features,Area (sq. ft),Gym,Swimming pool,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Latitude,Longitude,Remarks
374,House,Bungalow,Partial Furnished,7,FALSE,Leasehold,Living Room Furniture,City View,City View,,2150,FALSE,TRUE,4,1,3,2019,Downtown,Poor,Yes,854700,3.2414,101.664,
375,House,Villa,Unfurnished,5,FALSE,Leasehold,Bathtub,Jacuzzi,Dishwasher,,4977,TRUE,FALSE,3,4,2,2019,Rural,Good,Yes,688751,3.1142,101.96,
376,House,Villa,Unfurnished,9,TRUE,Freehold,Oven/Micowave,Balcony,Balcony,,3641,FALSE,TRUE,1,4,1,2018,Rural,Poor,No,981767,2.8854,101.559,
377,House,Apartment,Partial Furnished,9,FALSE,Freehold,Water heater,Dining Room Furniture,Intercom,,773,TRUE,FALSE,4,2,2,2017,Rural,Fair,Yes,514151,2.6857,101.221,
378,House,Detached House,Partial Furnished,2,TRUE,Freehold,Dishwasher,Bathtub,Park/Greenery View,,3553,FALSE,TRUE,3,3,3,2014,Rural,Fair,No,931779,3.5898,100.711,
379,House,Condominium,Fully Furnished,9,FALSE,Leasehold,Balcony,Jacuzzi,Living Room Furniture,,2082,FALSE,TRUE,1,1,2,2013,Urban,Excellent,Yes,240732,2.9879,101.876,
380,House,Duplex,Fully Furnished,4,TRUE,Leasehold,Bathtub,Water heater,Bathtub,,1385,FALSE,TRUE,5,2,1,2014,Downtown,Poor,Yes,246599,2.6279,101.064,
381,House,Villa,Fully Furnished,8,TRUE,Leasehold,Living Room Furniture,City View,Dishwasher,,5210,TRUE,FALSE,5,1,2,2014,Downtown,Fair,No,244451,2.5895,100.917,
382,House,Bungalow,Fully Furnished,6,FALSE,Leasehold,Jacuzzi,Oven/Micowave,Park/Greenery View,,2028,FALSE,TRUE,5,4,3,2021,Downtown,Excellent,Yes,406686,3.7464,100.741,
383,House,Terraced House/Townhouse,Unfurnished,2,FALSE,Freehold,City View,Balcony,Jacuzzi,,1077,FALSE,TRUE,5,1,2,2010,Rural,Good,No,746631,3.3409,101.678,
384,House,Loft,Unfurnished,9,FALSE,Leasehold,Oven/Micowave,Dining Room Furniture,Dishwasher,,909,FALSE,TRUE,2,3,3,2014,Rural,Fair,No,378756,2.8465,100.882,
385,House,Semi-Detached House,Partial Furnished,1,TRUE,Leasehold,Intercom,Dining Room Furniture,Water heater,,2359,TRUE,FALSE,4,4,3,2021,Downtown,Excellent,Yes,188307,2.9161,101.773,
386,House,Terraced House/Townhouse,Partial Furnished,1,FALSE,Leasehold,Jacuzzi,Air-conditioning,Air-conditioning,,1977,FALSE,TRUE,4,4,2,2019,Downtown,Fair,Yes,138757,3.5302,100.763,
387,House,Condominium,Unfurnished,8,FALSE,Freehold,Balcony,Living Room Furniture,Oven/Micowave,,1665,TRUE,FALSE,2,2,3,2014,Rural,Poor,No,459633,2.8435,101.539,
388,House,Penthouse,Unfurnished,6,FALSE,Leasehold,Dishwasher,Balcony,Jacuzzi,,1637,TRUE,FALSE,3,3,3,2018,Rural,Excellent,No,934507,3.7392,101.151,
389,House,Terraced House/Townhouse,Partial Furnished,10,TRUE,Leasehold,Dining Room Furniture,Balcony,City View,,1657,TRUE,FALSE,3,4,1,2010,Suburban,Poor,Yes,346753,3.6756,101.445,
390,House,Terraced House/Townhouse,Partial Furnished,8,FALSE,Freehold,City View,Living Room Furniture,City View,,1346,FALSE,TRUE,5,3,1,2024,Suburban,Good,No,939217,2.9706,101.262,
391,House,Condominium,Partial Furnished,9,TRUE,Leasehold,Park/Greenery View,Dryer,Park/Greenery View,,1960,FALSE,TRUE,1,1,1,2015,Suburban,Poor,Yes,304200,2.5014,101.53,
392,House,Condominium,Unfurnished,9,TRUE,Freehold,Living Room Furniture,City View,Dining Room Furniture,,1649,FALSE,TRUE,3,3,1,2021,Downtown,Excellent,No,597933,3.4677,101.118,
393,House,Terraced House/Townhouse,Fully Furnished,2,FALSE,Leasehold,Intercom,Balcony,Water heater,,1714,TRUE,FALSE,1,4,3,2022,Urban,Fair,Yes,506089,2.5165,100.802,
394,House,Semi-Detached House,Fully Furnished,7,TRUE,Freehold,Dryer,Water heater,Dryer,,1537,TRUE,FALSE,4,2,2,2017,Rural,Excellent,No,769918,3.2406,101.92,
395,House,Bungalow,Unfurnished,2,TRUE,Leasehold,Jacuzzi,Balcony,Dining Room Furniture,,3392,TRUE,FALSE,1,4,3,2023,Suburban,Poor,No,374377,2.8883,100.723,
396,House,Terraced House/Townhouse,Unfurnished,2,FALSE,Leasehold,Dining Room Furniture,Dishwasher,City View,,1314,FALSE,TRUE,4,3,3,2016,Urban,Poor,Yes,423587,3.3894,101.267,
397,House,Condominium,Partial Furnished,8,FALSE,Freehold,City View,Intercom,Park/Greenery View,,2406,TRUE,FALSE,2,3,3,2015,Rural,Fair,No,204473,3.7826,101.916,
398,House,Penthouse,Partial Furnished,3,FALSE,Leasehold,City View,Balcony,Dryer,,3542,TRUE,FALSE,2,4,2,2018,Urban,Good,No,844203,2.9443,101.376,
399,House,Studio,Partial Furnished,7,TRUE,Freehold,Bathtub,Balcony,Dryer,,453,FALSE,TRUE,5,3,1,2016,Downtown,Excellent,No,517667,3.023,101.149,
400,House,Penthouse,Unfurnished,1,FALSE,Leasehold,Jacuzzi,Dining Room Furniture,Oven/Micowave,,1711,FALSE,TRUE,3,1,3,2016,Downtown,Fair,No,522650,3.5393,101.372,
401,House,Loft,Partial Furnished,1,TRUE,Leasehold,Park/Greenery View,Dishwasher,Jacuzzi,,1655,TRUE,FALSE,5,4,3,2016,Downtown,Fair,No,510665,3.6771,101.752,
402,House,Loft,Fully Furnished,8,FALSE,Leasehold,Dishwasher,Intercom,Living Room Furniture,,1556,FALSE,TRUE,4,2,1,2013,Suburban,Fair,No,414745,2.6243,100.966,
403,House,Penthouse,Unfurnished,4,FALSE,Leasehold,Park/Greenery View,Intercom,Water heater,,3324,FALSE,TRUE,5,4,3,2022,Rural,Excellent,No,535820,3.3468,101.747,
404,House,Detached House,Partial Furnished,5,TRUE,Leasehold,Intercom,Jacuzzi,City View,,1549,TRUE,FALSE,1,1,2,2020,Downtown,Excellent,Yes,445158,2.8044,100.956,
405,House,Penthouse,Fully Furnished,1,FALSE,Freehold,Dishwasher,Bathtub,City View,,2336,TRUE,FALSE,4,1,3,2016,Suburban,Excellent,No,725748,3.3767,100.879,
406,House,Semi-Detached House,Partial Furnished,2,TRUE,Leasehold,Living Room Furniture,Balcony,Dishwasher,,2332,FALSE,TRUE,2,1,3,2020,Suburban,Good,No,961656,3.7466,101.568,
407,House,Apartment,Partial Furnished,8,FALSE,Leasehold,Living Room Furniture,Air-conditioning,Jacuzzi,,1061,TRUE,FALSE,3,1,1,2022,Suburban,Fair,Yes,657539,3.3584,101.987,
408,House,Detached House,Partial Furnished,6,TRUE,Freehold,Dryer,Bathtub,Intercom,,3781,FALSE,TRUE,4,1,3,2022,Suburban,Poor,No,631330,3.1264,100.783,
409,House,Apartment,Unfurnished,1,FALSE,Freehold,Living Room Furniture,Park/Greenery View,Air-conditioning,,1181,TRUE,FALSE,4,2,3,2024,Downtown,Poor,No,890172,2.9696,101.633,
410,House,Condominium,Partial Furnished,6,TRUE,Leasehold,Water heater,Living Room Furniture,Oven/Micowave,,2125,TRUE,FALSE,1,3,2,2013,Suburban,Fair,Yes,246945,3.5565,100.994,
411,House,Studio,Unfurnished,8,FALSE,Leasehold,Oven/Micowave,Bathtub,Jacuzzi,,425,TRUE,FALSE,3,1,1,2021,Downtown,Poor,No,621312,3.5761,101.706,
412,House,Semi-Detached House,Partial Furnished,8,FALSE,Freehold,Bathtub,Dishwasher,Water heater,,1213,FALSE,TRUE,2,1,1,2022,Downtown,Good,No,728810,3.6588,101.247,
413,House,Apartment,Fully Furnished,2,TRUE,Freehold,City View,Air-conditioning,Dryer,,1150,FALSE,TRUE,4,4,2,2015,Suburban,Good,Yes,631253,3.687,101.564,
414,House,Terraced House/Townhouse,Unfurnished,2,FALSE,Freehold,Dishwasher,Bathtub,Dining Room Furniture,,1514,FALSE,TRUE,4,2,3,2019,Downtown,Excellent,Yes,322201,2.7799,101.483,
415,House,Terraced House/Townhouse,Partial Furnished,9,FALSE,Leasehold,Oven/Micowave,Living Room Furniture,Intercom,,1659,TRUE,FALSE,1,2,1,2018,Rural,Excellent,No,798609,3.6182,101.053,
416,House,Villa,Fully Furnished,5,FALSE,Freehold,Dryer,Water heater,Jacuzzi,,5137,TRUE,FALSE,5,3,1,2020,Rural,Excellent,No,845415,3.5226,101.052,
417,House,Apartment,Partial Furnished,7,FALSE,Leasehold,Balcony,Air-conditioning,Oven/Micowave,,955,FALSE,TRUE,2,2,3,2020,Urban,Excellent,Yes,442613,3.0281,100.942,
418,House,Villa,Unfurnished,2,FALSE,Leasehold,Park/Greenery View,Bathtub,Air-conditioning,,5365,FALSE,TRUE,3,4,3,2023,Rural,Excellent,No,594283,2.6427,100.911,
419,House,Terraced House/Townhouse,Fully Furnished,8,TRUE,Freehold,Balcony,Dining Room Furniture,Dryer,,1602,FALSE,TRUE,4,4,1,2023,Downtown,Poor,Yes,164587,3.627,101.017,
420,House,Villa,Fully Furnished,10,FALSE,Freehold,Bathtub,Jacuzzi,Park/Greenery View,,3597,FALSE,TRUE,4,3,3,2023,Downtown,Poor,Yes,283076,2.7106,101.91,
421,House,Terraced House/Townhouse,Unfurnished,2,FALSE,Leasehold,Bathtub,Dryer,Dining Room Furniture,,1963,TRUE,FALSE,2,4,1,2010,Rural,Excellent,Yes,796988,2.5592,101.263,
422,House,Studio,Unfurnished,8,FALSE,Leasehold,City View,City View,Bathtub,,473,TRUE,FALSE,5,1,3,2014,Suburban,Good,No,520897,3.2622,100.815,
423,House,Condominium,Unfurnished,5,FALSE,Leasehold,City View,Intercom,Dryer,,1506,FALSE,TRUE,4,1,3,2013,Suburban,Poor,Yes,88886,2.9172,101.601,
424,House,Villa,Partial Furnished,7,TRUE,Freehold,Dryer,Air-conditioning,Bathtub,,3852,FALSE,TRUE,2,4,2,2020,Downtown,Good,Yes,401169,3.5157,101.491,
425,House,Studio,Fully Furnished,1,TRUE,Freehold,Oven/Micowave,Dryer,Water heater,,546,FALSE,TRUE,1,3,3,2020,Suburban,Good,Yes,539788,2.5336,101.822,
426,House,Bungalow,Fully Furnished,1,FALSE,Freehold,Dishwasher,Dryer,City View,,3423,FALSE,TRUE,5,2,2,2014,Urban,Fair,No,145149,2.9196,100.95,
427,House,Penthouse,Partial Furnished,3,FALSE,Leasehold,Oven/Micowave,Oven/Micowave,Oven/Micowave,,2659,FALSE,TRUE,3,3,3,2016,Urban,Fair,No,668308,2.6509,101.926,
428,House,Duplex,Fully Furnished,2,TRUE,Leasehold,Park/Greenery View,Air-conditioning,Dining Room Furniture,,1289,FALSE,TRUE,4,2,1,2022,Rural,Excellent,No,576961,2.8586,101.029,
429,House,Studio,Unfurnished,2,TRUE,Leasehold,Dryer,Jacuzzi,Air-conditioning,,305,FALSE,TRUE,2,4,1,2016,Rural,Good,Yes,913945,3.1139,100.948,
430,House,Condominium,Fully Furnished,10,TRUE,Leasehold,Dining Room Furniture,Dishwasher,Dryer,,2218,TRUE,FALSE,1,4,3,2016,Suburban,Poor,No,73466,3.0067,100.981,
431,House,Bungalow,Fully Furnished,2,TRUE,Freehold,Dishwasher,Air-conditioning,Dishwasher,,3897,TRUE,FALSE,3,1,3,2013,Downtown,Fair,No,287626,2.818,101.679,
432,House,Semi-Detached House,Unfurnished,7,FALSE,Leasehold,Air-conditioning,Jacuzzi,Park/Greenery View,,1445,FALSE,TRUE,2,2,1,2018,Rural,Fair,Yes,928977,3.7288,101.828,
433,House,Duplex,Fully Furnished,3,FALSE,Freehold,Bathtub,Dishwasher,Balcony,,1728,FALSE,TRUE,2,3,3,2018,Urban,Good,Yes,559966,3.7835,101.085,
434,House,Villa,Fully Furnished,4,TRUE,Leasehold,Jacuzzi,Living Room Furniture,Bathtub,,4678,TRUE,FALSE,3,4,2,2011,Rural,Fair,No,624694,2.877,101.476,
435,House,Villa,Fully Furnished,1,FALSE,Leasehold,Air-conditioning,Park/Greenery View,Intercom,,3081,FALSE,TRUE,1,3,2,2024,Rural,Fair,No,446904,3.5894,100.77,
436,House,Villa,Fully Furnished,6,FALSE,Leasehold,Dishwasher,Dishwasher,Balcony,,5148,TRUE,FALSE,1,1,2,2020,Urban,Poor,Yes,643572,3.0836,101.048,
437,House,Penthouse,Unfurnished,6,FALSE,Leasehold,Jacuzzi,Dishwasher,City View,,2125,TRUE,FALSE,5,2,2,2019,Downtown,Good,No,810006,2.7544,101.041,
438,House,Semi-Detached House,Fully Furnished,7,TRUE,Leasehold,City View,Living Room Furniture,Bathtub,,1236,TRUE,FALSE,4,2,2,2010,Rural,Fair,Yes,951011,2.7859,100.846,
439,House,Condominium,Fully Furnished,4,TRUE,Freehold,Jacuzzi,Jacuzzi,Dryer,,1588,FALSE,TRUE,3,4,3,2015,Rural,Good,Yes,587953,2.9933,100.852,
440,House,Condominium,Unfurnished,2,FALSE,Leasehold,Water heater,Dryer,Jacuzzi,,2421,TRUE,FALSE,3,2,3,2024,Rural,Fair,No,594929,3.1764,100.835,
441,House,Semi-Detached House,Fully Furnished,3,FALSE,Leasehold,City View,Jacuzzi,Bathtub,,2468,FALSE,TRUE,3,4,2,2011,Suburban,Poor,No,475716,3.709,100.749,
442,House,Semi-Detached House,Fully Furnished,1,FALSE,Freehold,Balcony,Living Room Furniture,Dryer,,2306,TRUE,FALSE,1,1,3,2018,Rural,Good,No,610085,3.1582,101.194,
443,House,Duplex,Partial Furnished,10,TRUE,Freehold,Air-conditioning,Water heater,City View,,2192,FALSE,TRUE,4,2,3,2010,Urban,Fair,No,790126,3.0536,101.121,
444,House,Villa,Unfurnished,10,TRUE,Freehold,Dryer,Dining Room Furniture,Water heater,,4623,TRUE,FALSE,5,4,2,2014,Downtown,Poor,Yes,358094,3.7637,101.789,
445,House,Condominium,Unfurnished,6,TRUE,Freehold,Bathtub,Bathtub,Intercom,,1722,TRUE,FALSE,2,3,3,2013,Downtown,Fair,No,992550,3.2356,101.217,
446,House,Detached House,Partial Furnished,7,TRUE,Leasehold,Bathtub,Living Room Furniture,Oven/Micowave,,2910,TRUE,FALSE,2,4,3,2012,Urban,Good,No,965986,3.4249,100.715,
447,House,Penthouse,Partial Furnished,1,TRUE,Freehold,Dishwasher,Intercom,Dining Room Furniture,,2729,TRUE,FALSE,3,2,3,2012,Suburban,Fair,No,676627,2.6417,101.221,
448,House,Apartment,Unfurnished,6,TRUE,Leasehold,Dining Room Furniture,Intercom,Dryer,,1115,FALSE,TRUE,4,1,2,2013,Urban,Good,Yes,687719,3.5002,101.374,
449,House,Terraced House/Townhouse,Unfurnished,7,TRUE,Freehold,Bathtub,Air-conditioning,Bathtub,,1735,FALSE,TRUE,1,2,3,2017,Downtown,Good,No,282275,3.5616,100.773,
450,House,Villa,Partial Furnished,8,TRUE,Freehold,Living Room Furniture,City View,Dining Room Furniture,,5615,TRUE,FALSE,4,2,1,2010,Urban,Fair,No,452854,3.498,101.257,
451,House,Penthouse,Unfurnished,5,FALSE,Leasehold,Park/Greenery View,Dryer,Water heater,,4302,TRUE,FALSE,4,4,1,2021,Suburban,Poor,Yes,857605,3.1534,100.774,
452,House,Apartment,Fully Furnished,3,TRUE,Leasehold,Dining Room Furniture,Intercom,Oven/Micowave,,848,TRUE,FALSE,1,3,2,2014,Downtown,Excellent,Yes,718582,3.5724,101.807,
453,House,Bungalow,Partial Furnished,9,TRUE,Freehold,Jacuzzi,Living Room Furniture,Water heater,,3831,FALSE,TRUE,3,2,1,2020,Suburban,Poor,Yes,231136,3.5477,101.895,
454,House,Detached House,Unfurnished,5,TRUE,Freehold,Park/Greenery View,Dishwasher,Dishwasher,,3133,FALSE,TRUE,4,3,2,2018,Urban,Poor,Yes,218082,2.5365,101.239,
455,House,Condominium,Fully Furnished,4,FALSE,Leasehold,Park/Greenery View,Jacuzzi,Dishwasher,,2215,FALSE,TRUE,2,4,1,2021,Rural,Fair,Yes,303301,3.2272,101.333,
456,House,Terraced House/Townhouse,Partial Furnished,5,FALSE,Leasehold,Water heater,Park/Greenery View,Intercom,,1541,FALSE,TRUE,1,3,1,2014,Urban,Poor,No,592383,3.0087,101.989,
457,House,Studio,Unfurnished,1,TRUE,Freehold,Bathtub,Dryer,City View,,452,FALSE,TRUE,5,4,1,2020,Suburban,Poor,Yes,173554,3.4875,101.029,
458,House,Bungalow,Partial Furnished,9,FALSE,Freehold,Dishwasher,Water heater,City View,,3010,FALSE,TRUE,3,1,2,2015,Urban,Excellent,Yes,444655,3.3703,101.821,
459,House,Condominium,Fully Furnished,1,FALSE,Leasehold,Jacuzzi,Bathtub,Balcony,,1897,FALSE,TRUE,1,3,2,2011,Rural,Poor,Yes,962046,3.5803,101.718,
460,House,Bungalow,Fully Furnished,10,FALSE,Freehold,City View,Intercom,Air-conditioning,,2876,TRUE,FALSE,5,3,3,2019,Suburban,Excellent,Yes,809277,3.1778,101.49,
461,House,Loft,Fully Furnished,10,FALSE,Leasehold,Intercom,Air-conditioning,Park/Greenery View,,982,FALSE,TRUE,5,1,2,2012,Urban,Fair,Yes,528766,3.2383,100.972,
462,House,Detached House,Unfurnished,2,FALSE,Leasehold,Intercom,Air-conditioning,Dryer,,2731,FALSE,TRUE,4,3,1,2019,Suburban,Excellent,Yes,972879,3.0028,101.891,
463,House,Bungalow,Fully Furnished,5,FALSE,Freehold,Dishwasher,Park/Greenery View,Park/Greenery View,,2613,FALSE,TRUE,4,1,1,2012,Suburban,Good,Yes,663311,3.668,101.96,
464,House,Duplex,Unfurnished,4,FALSE,Leasehold,Bathtub,Balcony,Intercom,,1224,TRUE,FALSE,4,2,2,2017,Downtown,Good,Yes,681469,3.023,101.536,
465,House,Villa,Fully Furnished,6,FALSE,Freehold,Bathtub,Jacuzzi,Living Room Furniture,,3672,FALSE,TRUE,1,4,2,2014,Downtown,Excellent,No,272310,2.9049,100.707,
466,House,Condominium,Unfurnished,7,TRUE,Freehold,Living Room Furniture,City View,Dryer,,2349,FALSE,TRUE,1,1,2,2012,Suburban,Good,No,857032,3.5119,101.738,
467,House,Semi-Detached House,Fully Furnished,4,TRUE,Freehold,Jacuzzi,Balcony,Dining Room Furniture,,1293,FALSE,TRUE,3,3,3,2017,Urban,Fair,No,838898,3.7694,101.477,
468,House,Villa,Partial Furnished,3,FALSE,Leasehold,Dining Room Furniture,City View,City View,,4813,FALSE,TRUE,4,1,1,2024,Urban,Good,Yes,830637,3.4262,101.618,
469,House,Loft,Unfurnished,9,FALSE,Freehold,Air-conditioning,Dining Room Furniture,Jacuzzi,,1373,FALSE,TRUE,5,3,3,2012,Urban,Excellent,Yes,549344,3.6618,101.993,
470,House,Detached House,Partial Furnished,10,TRUE,Freehold,Dining Room Furniture,Air-conditioning,Park/Greenery View,,2685,FALSE,TRUE,2,2,3,2023,Rural,Fair,Yes,750457,3.3017,101.966,
471,House,Apartment,Partial Furnished,4,TRUE,Leasehold,Dryer,Dining Room Furniture,City View,,1110,TRUE,FALSE,3,1,1,2019,Suburban,Good,No,946366,2.8776,100.934,
472,House,Villa,Partial Furnished,9,TRUE,Leasehold,Park/Greenery View,Dishwasher,Living Room Furniture,,3233,TRUE,FALSE,1,2,1,2023,Suburban,Fair,Yes,627564,3.2771,101.917,
473,House,Condominium,Unfurnished,10,FALSE,Leasehold,Jacuzzi,Living Room Furniture,Dining Room Furniture,,2453,TRUE,FALSE,3,4,2,2024,Rural,Excellent,Yes,493333,3.2799,101.661,
474,House,Studio,Partial Furnished,6,TRUE,Freehold,City View,Dishwasher,Water heater,,508,TRUE,FALSE,3,3,2,2024,Suburban,Good,Yes,490187,2.9659,101.021,
475,House,Duplex,Partial Furnished,4,TRUE,Freehold,Balcony,Jacuzzi,Balcony,,1439,TRUE,FALSE,3,3,3,2013,Suburban,Fair,No,319072,3.4854,101.347,
476,House,Villa,Fully Furnished,6,FALSE,Freehold,City View,City View,Dryer,,4427,FALSE,TRUE,3,2,2,2011,Rural,Fair,No,891741,3.0458,101.518,
477,House,Studio,Unfurnished,6,TRUE,Leasehold,Dishwasher,Dryer,Living Room Furniture,,442,FALSE,TRUE,2,4,2,2010,Downtown,Good,Yes,255719,3.6835,101.473,
478,House,Penthouse,Fully Furnished,6,FALSE,Freehold,Intercom,Oven/Micowave,Bathtub,,3840,TRUE,FALSE,4,1,1,2014,Suburban,Fair,No,746248,2.8729,101.308,
479,House,Condominium,Fully Furnished,4,TRUE,Leasehold,Dining Room Furniture,Intercom,Intercom,,2215,FALSE,TRUE,5,1,1,2014,Rural,Fair,Yes,800385,2.5135,101.182,
480,House,Apartment,Unfurnished,10,FALSE,Freehold,Bathtub,Dryer,Water heater,,861,TRUE,FALSE,3,3,2,2015,Urban,Excellent,Yes,749192,3.3972,100.754,
481,House,Condominium,Partial Furnished,1,FALSE,Leasehold,Water heater,Water heater,Intercom,,1757,TRUE,FALSE,3,2,1,2017,Downtown,Excellent,No,166196,2.7838,101.029,
482,House,Condominium,Partial Furnished,6,TRUE,Leasehold,Balcony,Jacuzzi,Dishwasher,,1545,FALSE,TRUE,3,2,2,2016,Urban,Excellent,No,59404,3.4829,101.102,
483,House,Bungalow,Unfurnished,8,TRUE,Freehold,City View,Living Room Furniture,Balcony,,3156,TRUE,FALSE,4,1,1,2012,Suburban,Excellent,No,476855,3.6301,101.196,
484,House,Semi-Detached House,Unfurnished,6,FALSE,Leasehold,Intercom,Living Room Furniture,City View,,2201,FALSE,TRUE,1,4,1,2021,Downtown,Excellent,No,783478,3.3436,101.532,
485,House,Semi-Detached House,Fully Furnished,2,FALSE,Freehold,Water heater,Dishwasher,Air-conditioning,,1136,FALSE,TRUE,1,4,1,2011,Rural,Excellent,Yes,503814,3.6778,101.216,
486,House,Penthouse,Fully Furnished,8,FALSE,Leasehold,Living Room Furniture,City View,Balcony,,4137,FALSE,TRUE,2,1,1,2015,Suburban,Good,Yes,687475,2.8219,101.683,
487,House,Apartment,Partial Furnished,7,TRUE,Leasehold,Air-conditioning,Living Room Furniture,Balcony,,1034,TRUE,FALSE,1,1,2,2014,Rural,Excellent,No,946881,3.2513,100.885,
488,House,Studio,Partial Furnished,10,TRUE,Leasehold,Jacuzzi,Jacuzzi,Dryer,,347,FALSE,TRUE,3,2,3,2021,Downtown,Fair,No,601972,2.6372,101.459,
489,House,Loft,Partial Furnished,9,FALSE,Leasehold,Dryer,Balcony,Dining Room Furniture,,1979,TRUE,FALSE,3,4,1,2017,Urban,Good,Yes,642879,3.3495,101.205,
490,House,Duplex,Partial Furnished,4,TRUE,Freehold,City View,Bathtub,Dining Room Furniture,,1404,FALSE,TRUE,3,1,2,2021,Suburban,Fair,Yes,431965,3.4357,101.037,
491,House,Villa,Unfurnished,8,TRUE,Leasehold,Intercom,Jacuzzi,Living Room Furniture,,3128,FALSE,TRUE,2,1,2,2022,Suburban,Excellent,Yes,783082,2.7599,101.054,
492,House,Villa,Partial Furnished,3,FALSE,Freehold,Air-conditioning,Oven/Micowave,Dining Room Furniture,,4239,FALSE,TRUE,3,3,1,2019,Rural,Excellent,Yes,314826,2.739,100.868,
493,House,Detached House,Fully Furnished,8,TRUE,Leasehold,Living Room Furniture,Park/Greenery View,Air-conditioning,,3574,FALSE,TRUE,1,1,3,2017,Downtown,Fair,No,161186,3.082,100.717,
494,House,Apartment,Unfurnished,2,TRUE,Freehold,Park/Greenery View,Dining Room Furniture,Jacuzzi,,896,FALSE,TRUE,4,1,1,2014,Rural,Fair,No,817469,3.5691,101.022,
495,House,Duplex,Unfurnished,2,FALSE,Freehold,Air-conditioning,Intercom,Oven/Micowave,,1684,FALSE,TRUE,4,4,2,2019,Downtown,Fair,No,596120,3.7477,101.984,
496,House,Loft,Unfurnished,1,TRUE,Leasehold,Park/Greenery View,Intercom,Dining Room Furniture,,1079,TRUE,FALSE,5,2,3,2011,Suburban,Poor,Yes,591285,3.1735,101.193,
497,House,Villa,Fully Furnished,9,TRUE,Leasehold,Water heater,Air-conditioning,Living Room Furniture,,5144,FALSE,TRUE,1,4,2,2022,Downtown,Poor,Yes,346784,3.5032,100.843,
498,House,Condominium,Fully Furnished,4,FALSE,Leasehold,Dishwasher,Balcony,Dining Room Furniture,,1652,TRUE,FALSE,3,2,1,2012,Suburban,Poor,No,520098,2.8394,101.187,
499,House,Condominium,Fully Furnished,4,TRUE,Leasehold,Intercom,Balcony,Park/Greenery View,,2012,FALSE,TRUE,4,3,3,2022,Downtown,Poor,No,90491,2.6634,101.4,
500,House,Apartment,Fully Furnished,10,FALSE,Leasehold,Living Room Furniture,Oven/Micowave,Dishwasher,,875,FALSE,TRUE,1,1,2,2024,Urban,Good,No,113043,3.497,100.838,
501,House,Detached House,Fully Furnished,8,TRUE,Freehold,Oven/Micowave,Living Room Furniture,Dishwasher,,2229,TRUE,FALSE,4,3,2,2018,Downtown,Excellent,Yes,948607,3.5941,101.495,
502,House,Terraced House/Townhouse,Fully Furnished,5,FALSE,Freehold,City View,Oven/Micowave,Dishwasher,,1545,TRUE,FALSE,3,2,2,2014,Urban,Fair,No,178568,2.5475,101.184,
503,House,Duplex,Partial Furnished,10,FALSE,Freehold,Bathtub,Dryer,Jacuzzi,,1306,FALSE,TRUE,4,4,1,2024,Downtown,Excellent,Yes,426394,3.577,101.465,
504,House,Villa,Partial Furnished,9,TRUE,Freehold,City View,Air-conditioning,Bathtub,,3710,TRUE,FALSE,5,4,3,2015,Downtown,Fair,No,647013,3.0961,101.626,
505,House,Bungalow,Unfurnished,1,FALSE,Leasehold,Oven/Micowave,Intercom,Living Room Furniture,,3530,TRUE,FALSE,5,3,1,2016,Rural,Excellent,No,178131,3.3787,101.983,
506,House,Penthouse,Fully Furnished,9,TRUE,Leasehold,Intercom,Jacuzzi,Park/Greenery View,,2868,FALSE,TRUE,4,2,1,2016,Rural,Good,No,95520,2.7326,101.21,
507,House,Terraced House/Townhouse,Fully Furnished,10,TRUE,Leasehold,Balcony,Intercom,Dryer,,1135,FALSE,TRUE,1,3,1,2018,Suburban,Poor,Yes,375063,2.8041,101.264,
508,House,Penthouse,Partial Furnished,7,FALSE,Leasehold,City View,Dining Room Furniture,Oven/Micowave,,2612,FALSE,TRUE,1,3,3,2012,Rural,Excellent,Yes,684157,2.9747,101.987,
509,House,Penthouse,Fully Furnished,1,FALSE,Freehold,Oven/Micowave,Living Room Furniture,Jacuzzi,,4045,TRUE,FALSE,1,1,1,2015,Downtown,Fair,Yes,638730,2.8274,101.8,
510,House,Bungalow,Fully Furnished,8,TRUE,Leasehold,City View,Intercom,Oven/Micowave,,2757,FALSE,TRUE,4,3,1,2010,Rural,Excellent,Yes,835313,3.3536,101.801,
511,House,Detached House,Unfurnished,3,TRUE,Freehold,Dishwasher,Air-conditioning,Dryer,,3545,FALSE,TRUE,1,1,1,2016,Downtown,Good,Yes,202842,3.7801,101.237,
512,House,Apartment,Partial Furnished,3,TRUE,Leasehold,Dining Room Furniture,Oven/Micowave,Living Room Furniture,,831,TRUE,FALSE,3,1,1,2015,Urban,Good,Yes,417390,3.7079,101.478,
513,House,Penthouse,Unfurnished,6,TRUE,Leasehold,Water heater,Air-conditioning,Oven/Micowave,,3802,TRUE,FALSE,5,4,2,2016,Downtown,Excellent,No,752858,3.6955,101.177,
514,House,Condominium,Partial Furnished,10,TRUE,Freehold,Oven/Micowave,Living Room Furniture,Dishwasher,,2084,FALSE,TRUE,3,1,1,2016,Suburban,Poor,Yes,421831,3.3886,100.987,
